x,tractCode,deaths,pop,log_rate,log_rate.post.mean
20,25013813000,3,1800,-6.396929655216146,-7.321824034262019
25,25013813000,3,1815,-6.405228458030842,-7.111702267850157
30,25013813000,6,2120,-5.867411898438003,-6.852201793962121
35,25013813000,3,1925,-6.464068958053775,-6.624043384105603
40,25013813000,6,1680,-5.634789603169249,-6.362041224477287
45,25013813000,6,2155,-5.883786533309793,-6.0214328262458805
50,25013813000,12,2415,-5.304547916298673,-5.642351046230598
55,25013813000,15,3180,-5.356586274672012,-5.224972279098582
60,25013813000,21,3380,-5.081108550753641,-4.869757047474017
65,25013813000,27,2820,-4.648655297927831,-4.494527221729426
70,25013813000,42,1985,-3.8557045748379224,-4.045540712313086
75,25013813000,24,1265,-3.964773570813675,-3.5136803055553676
80,25013813000,30,630,-3.044522437723423,-2.8717142870247025
85,25013813000,78,625,-2.08104282304681,-2.1358787743768253
0,25013813101,0,1015,-Inf,-7.7717876890018625
5,25013813101,0,1355,-Inf,-8.180314825542585
10,25013813101,0,1485,-Inf,-8.222542183989768
15,25013813101,0,1635,-Inf,-7.853447581635722
20,25013813101,3,1585,-6.269727397643272,-7.253145450595191
25,25013813101,3,1460,-6.187579426034272,-6.643490604973194
30,25013813101,3,1425,-6.163314804034641,-6.1366572657327225
35,25013813101,6,1550,-5.554250740685237,-6.012964296124203
40,25013813101,3,1555,-6.250618535945224,-5.9481018810332165
45,25013813101,6,1830,-5.720311776607412,-5.6984504849799915
50,25013813101,9,2195,-5.496712748173052,-5.386268497980489
55,25013813101,21,2610,-4.822583062593316,-5.002893498195512
60,25013813101,27,2575,-4.557767947093508,-4.604588693119302
65,25013813101,33,1945,-4.076509694586067,-4.174056962012383
70,25013813101,33,1475,-3.79990570730744,-3.7181273200635094
75,25013813101,39,1075,-3.3165142944321166,-3.206103750792806
80,25013813101,39,650,-2.8134107167600364,-2.6177330413892768
85,25013813101,111,730,-1.8835143328301025,-1.9654130081554948
0,25013813102,0,755,-Inf,-7.188840351863859
5,25013813102,0,840,-Inf,-7.381769510278921
10,25013813102,0,1030,-Inf,-7.4292218760819155
15,25013813102,3,1050,-5.857933154483459,-7.346739548793426
20,25013813102,3,865,-5.66411721826377,-7.177137834391482
25,25013813102,3,735,-5.5012582105447265,-6.925355461858687
30,25013813102,0,940,-Inf,-6.68857971651186
35,25013813102,0,1025,-Inf,-6.728911846811269
40,25013813102,3,985,-5.794029352503979,-6.759737475142752
45,25013813102,3,930,-5.736572297479192,-6.48698691878739
50,25013813102,3,1460,-6.187579426034272,-6.087258727477193
55,25013813102,3,1725,-6.354370040797351,-5.570370617130046
60,25013813102,9,1800,-5.298317366548036,-5.10120856798957
65,25013813102,12,1265,-4.65792075137362,-4.610008884726903
70,25013813102,15,1095,-4.290459441148391,-4.103961961792263
75,25013813102,18,705,-3.667826044916104,-3.51805250356398
80,25013813102,24,330,-2.6210388241125804,-2.805478221039438
85,25013813102,63,475,-2.0201800776431083,-1.9940454606936708
0,25013813204,0,730,-Inf,-7.552535696830439
5,25013813204,0,915,-Inf,-7.839427680372205
10,25013813204,0,875,-Inf,-7.884015064408093
15,25013813204,3,1020,-5.8289456176102075,-7.675375794847404
20,25013813204,0,865,-Inf,-7.316599499255993
25,25013813204,3,705,-5.459585514144159,-6.907709266559318
30,25013813204,6,745,-4.821624749151504,-6.552618832693319
35,25013813204,0,950,-Inf,-6.5222279670028644
40,25013813204,0,920,-Inf,-6.512404110632866
45,25013813204,3,990,-5.799092654460526,-6.250085365063144
50,25013813204,6,1355,-5.419797264085746,-5.888652631840174
55,25013813204,6,1285,-5.366754528101265,-5.429863438100401
60,25013813204,9,1580,-5.167955548684793,-4.991262141227082
65,25013813204,9,1195,-4.8886768870293915,-4.526146319543182
70,25013813204,21,1055,-3.9167736081867437,-4.041820141388982
75,25013813204,15,810,-3.9889840465642745,-3.488067061332872
80,25013813204,18,355,-2.981746031579251,-2.8296387262538327
85,25013813204,51,390,-2.0343211063993665,-2.0876367657988926
0,25013813205,0,1380,-Inf,-7.452087498217982
5,25013813205,0,1690,-Inf,-7.863157743318513
10,25013813205,0,1795,-Inf,-7.9749619770073155
15,25013813205,0,1780,-Inf,-7.749911217530633
20,25013813205,3,1905,-6.453624998892692,-7.318080815630296
25,25013813205,3,1840,-6.418908561934922,-6.839070586306144
30,25013813205,0,2020,-Inf,-6.402155120947317
35,25013813205,6,1760,-5.681309618804143,-6.186117843481884
40,25013813205,6,1775,-5.689796232681461,-5.995292807561677
45,25013813205,9,2125,-5.464302504022298,-5.70271399032802
50,25013813205,15,2540,-5.131869158910372,-5.374895398857413
55,25013813205,21,3220,-5.032614200815031,-5.003678934658943
60,25013813205,33,3205,-4.57595980788829,-4.644186972387754
65,25013813205,39,3110,-4.3788163590436335,-4.256630754521153
70,25013813205,57,2600,-3.8202154561750232,-3.8156964523210215
75,25013813205,51,1655,-3.4797306550868377,-3.309861903297166
80,25013813205,48,935,-2.969345518380796,-2.7211768347648317
85,25013813205,141,935,-1.891786638910519,-2.06059033566279
0,25013813206,0,880,-Inf,-7.5868543171961305
5,25013813206,0,1050,-Inf,-7.833746445712969
10,25013813206,0,1310,-Inf,-7.8128970922140315
15,25013813206,0,1080,-Inf,-7.516851272648632
20,25013813206,3,1230,-6.016157159698354,-7.072486328150422
25,25013813206,0,1000,-Inf,-6.601386177553081
30,25013813206,3,1165,-5.9618640773316915,-6.22668931684875
35,25013813206,3,1190,-5.9830962974374655,-6.312943038501827
40,25013813206,0,1200,-Inf,-6.43991173789893
45,25013813206,3,1245,-6.028278520230698,-6.214502111640247
50,25013813206,3,1390,-6.138446737456627,-5.852722482628373
55,25013813206,3,1655,-6.312943999143053,-5.359070213952815
60,25013813206,21,1580,-4.320657688297589,-4.871108507145177
65,25013813206,15,1470,-4.584967478670572,-4.354438629067947
70,25013813206,21,1000,-3.863232841258714,-3.84707861577394
75,25013813206,21,630,-3.4011973816621555,-3.274546827512283
80,25013813206,27,375,-2.631089159966082,-2.5947718465027476
85,25013813206,78,450,-1.7525387560747736,-1.832922210213105
0,25013813207,3,1380,-6.131226489483141,-7.101039474956206
5,25013813207,0,1500,-Inf,-7.495895359000985
10,25013813207,0,1635,-Inf,-7.647317217840386
15,25013813207,0,1385,-Inf,-7.526860118449993
20,25013813207,0,1670,-Inf,-7.225176339608529
25,25013813207,3,1935,-6.4692503167957724,-6.849045186204165
30,25013813207,0,1940,-Inf,-6.473616088560332
35,25013813207,3,1880,-6.440414767155885,-6.218990374556312
40,25013813207,3,1675,-6.324956155591057,-5.965047589930879
45,25013813207,6,1615,-5.5953307664287015,-5.646398743846514
50,25013813207,9,1830,-5.314846668499247,-5.302606961586999
55,25013813207,15,2000,-4.892852258439873,-4.92731081837878
60,25013813207,21,1840,-4.472998412879608,-4.583880926804111
65,25013813207,24,1410,-4.073291153024268,-4.215565448790252
70,25013813207,33,1010,-3.421198048368825,-3.7789753170752984
75,25013813207,24,795,-3.5002882843063863,-3.2705792085470864
80,25013813207,27,570,-3.0497994948242666,-2.671550953071563
85,25013813207,72,440,-1.8101086078962516,-1.9932848230523954
0,25013813208,0,625,-Inf,-7.709561214834687
5,25013813208,0,695,-Inf,-8.115785991397216
10,25013813208,0,840,-Inf,-8.206183441833794
15,25013813208,0,775,-Inf,-7.9420074413811586
20,25013813208,3,925,-5.731181448844316,-7.466214501033289
25,25013813208,3,880,-5.681309618804143,-6.953562267374262
30,25013813208,3,1025,-5.833835602904399,-6.500121077449055
35,25013813208,3,985,-5.794029352503979,-6.3157144148341
40,25013813208,3,810,-5.598421958998375,-6.1656242088908995
45,25013813208,3,870,-5.66988092298052,-5.885878683086617
50,25013813208,3,980,-5.788940282996508,-5.56124474819071
55,25013813208,9,1315,-4.984367367275645,-5.18375638413936
60,25013813208,12,1045,-4.466865514610911,-4.8109338066146545
65,25013813208,9,1025,-4.735223314236289,-4.408952206039151
70,25013813208,6,805,-4.899082808190508,-3.9624394265493663
75,25013813208,15,545,-3.592735593561034,-3.4533007686068067
80,25013813208,12,285,-3.1675825304806504,-2.862374270563938
85,25013813208,42,350,-2.120263536200091,-2.2013469239120145
0,25013813209,3,1190,-5.9830962974374655,-7.385206683547737
5,25013813209,0,1160,-Inf,-7.767490565812497
10,25013813209,0,1445,-Inf,-7.842434551637248
15,25013813209,0,1270,-Inf,-7.57614191180198
20,25013813209,0,1285,-Inf,-7.108216845367652
25,25013813209,6,1920,-5.768320995793772,-6.6042525267679375
30,25013813209,3,1960,-6.482087463556454,-6.163968227574318
35,25013813209,3,1720,-6.351467281139389,-6.01859161495532
40,25013813209,3,1550,-6.247397921245183,-5.90786895017691
45,25013813209,6,1540,-5.54777822617962,-5.63550480312445
50,25013813209,6,1930,-5.773515812670876,-5.3049873301253
55,25013813209,15,2205,-4.990432586778736,-4.910236317125129
60,25013813209,27,2195,-4.398100459504943,-4.520801568557611
65,25013813209,36,1775,-3.898036763453406,-4.102353166454871
70,25013813209,54,1705,-3.452336343153343,-3.6469587176457425
75,25013813209,51,1245,-3.195065176174482,-3.1283911569733664
80,25013813209,78,1085,-2.632626439284968,-2.5240822738701456
85,25013813209,330,2080,-1.8410305182348379,-1.8477217970020943
0,25013813301,0,1860,-Inf,-7.410703846181742
5,25013813301,0,2250,-Inf,-7.627633569840744
10,25013813301,0,2490,-Inf,-7.687312017640635
15,25013813301,3,3425,-7.040244462028216,-7.600037701833937
20,25013813301,0,2520,-Inf,-7.414409275571435
25,25013813301,0,1245,-Inf,-7.147592405642429
30,25013813301,3,1625,-6.294650806095728,-6.894198583114358
35,25013813301,0,1965,-Inf,-6.899643400415732
40,25013813301,0,2000,-Inf,-6.896857814756617
45,25013813301,3,2320,-6.650710175992246,-6.618733465897924
50,25013813301,6,2855,-6.165067652862056,-6.225685230383307
55,25013813301,12,2915,-5.492718448996593,-5.7256064431746605
60,25013813301,15,2255,-5.012855050834569,-5.271316926616563
65,25013813301,15,2140,-4.9605109069136875,-4.7946431870213
70,25013813301,12,1765,-4.990999319579397,-4.296824544816267
75,25013813301,30,1155,-3.6506582412937383,-3.720118111028964
80,25013813301,30,790,-3.270835563798912,-3.0210430190236917
85,25013813301,99,790,-2.076913095326477,-2.225457304854359
0,25013813303,0,1020,-Inf,-7.434646317574297
5,25013813303,0,1235,-Inf,-7.511686982253608
10,25013813303,0,1830,-Inf,-7.438747672169167
15,25013813303,0,1490,-Inf,-7.249510846802122
20,25013813303,0,805,-Inf,-7.0043818938181746
25,25013813303,3,380,-4.8415589640523216,-6.706366930743855
30,25013813303,0,600,-Inf,-6.485422832319694
35,25013813303,0,1045,-Inf,-6.773869006437927
40,25013813303,0,1230,-Inf,-7.076977603943163
45,25013813303,3,1535,-6.237673371353188,-6.868237385954059
50,25013813303,0,1585,-Inf,-6.450941503464003
55,25013813303,3,1650,-6.309918278226516,-5.843563275941584
60,25013813303,9,1380,-5.032614200815031,-5.269127276502663
65,25013813303,9,1340,-5.003200315608738,-4.670553628618456
70,25013813303,21,1350,-4.163337433709052,-4.112084606662126
75,25013813303,33,1085,-3.4928277045080796,-3.4770525295676027
80,25013813303,42,845,-3.0016670090738056,-2.700864221644418
85,25013813303,318,1840,-1.7554694678228544,-1.821849896103269
0,25013813304,0,815,-Inf,-7.379046425150419
5,25013813304,0,1520,-Inf,-7.574405522366549
10,25013813304,0,1550,-Inf,-7.61874439570354
15,25013813304,0,1420,-Inf,-7.526565159563848
20,25013813304,0,830,-Inf,-7.344496514311523
25,25013813304,0,555,-Inf,-7.082764950836714
30,25013813304,0,675,-Inf,-6.839738884461322
35,25013813304,0,985,-Inf,-6.882188035229896
40,25013813304,0,1280,-Inf,-6.917410871385801
45,25013813304,3,1510,-6.22125264114086,-6.646815565853628
50,25013813304,3,1555,-6.250618535945224,-6.248805256741603
55,25013813304,6,1395,-5.448890225027411,-5.7329576928983
60,25013813304,6,1785,-5.695414224985685,-5.262928440401448
65,25013813304,9,1455,-5.085536602269373,-4.770558851312308
70,25013813304,18,1300,-4.279747785553464,-4.264444964362345
75,25013813304,15,880,-4.071871706370042,-3.679135006483398
80,25013813304,30,590,-2.9789251552376097,-2.9680386361574906
85,25013813304,75,555,-2.001480000210124,-2.158844109227589
0,25013813401,3,1275,-6.052089168924417,-7.035607109876946
5,25013813401,0,1400,-Inf,-7.232534623167865
10,25013813401,0,1545,-Inf,-7.267804675154046
15,25013813401,0,1660,-Inf,-7.1544222013817835
20,25013813401,0,1525,-Inf,-6.946713870068714
25,25013813401,0,1435,-Inf,-6.6648892949365806
30,25013813401,3,1635,-6.300785794663244,-6.410418495503606
35,25013813401,0,1605,-Inf,-6.463398832742523
40,25013813401,0,1490,-Inf,-6.5141141876713
45,25013813401,9,1685,-5.232296265450243,-6.249289139237141
50,25013813401,6,2015,-5.816615005152729,-5.854077396345942
55,25013813401,6,2025,-5.821565510312585,-5.337828600125239
60,25013813401,15,2030,-4.907740870933623,-4.863389903574889
65,25013813401,18,1765,-4.5855342114712325,-4.365981339451335
70,25013813401,27,1310,-3.881945550190868,-3.85836408994305
75,25013813401,33,850,-3.248728788017882,-3.2729020525027575
80,25013813401,48,610,-2.542257946259466,-2.5629399859265214
85,25013813401,159,845,-1.6704324251369422,-1.756218356099807
0,25013813403,3,970,-5.778683782829319,-6.891191264844661
5,25013813403,0,1035,-Inf,-7.168789050898369
10,25013813403,3,1275,-6.052089168924417,-7.311328451741939
15,25013813403,0,1320,-Inf,-7.321932149600808
20,25013813403,0,1235,-Inf,-7.225276163773726
25,25013813403,0,910,-Inf,-7.021076717405792
30,25013813403,3,1035,-5.84354441703136,-6.780217337868391
35,25013813403,0,1280,-Inf,-6.630021754977251
40,25013813403,0,1175,-Inf,-6.4491379877411985
45,25013813403,6,1135,-5.242628460687448,-6.125199161743084
50,25013813403,3,1450,-6.18070654674651,-5.7365996948916065
55,25013813403,6,1595,-5.58286954599089,-5.286907419385667
60,25013813403,6,1360,-5.423480509502043,-4.898546387245866
65,25013813403,15,1220,-4.398555936625092,-4.490120404071029
70,25013813403,24,965,-3.6940742709910404,-4.023847735935938
75,25013813403,27,760,-3.337481567276048,-3.47437178357878
80,25013813403,39,720,-2.9156895658804545,-2.8080920340478843
85,25013813403,171,1340,-2.058761336442297,-2.044996361392951
0,25013813404,3,1430,-6.166817434585843,-7.342675922460025
5,25013813404,0,2090,-Inf,-7.581403464093015
10,25013813404,0,2345,-Inf,-7.62445755421845
15,25013813404,0,2135,-Inf,-7.474130197444698
20,25013813404,0,1455,-Inf,-7.20484179256322
25,25013813404,0,1225,-Inf,-6.870669973318685
30,25013813404,3,1230,-6.016157159698354,-6.573075299507203
35,25013813404,3,1840,-6.418908561934922,-6.582833579865904
40,25013813404,0,2080,-Inf,-6.599227383354082
45,25013813404,6,2035,-5.826491628648641,-6.333423577702523
50,25013813404,9,2375,-5.575528139132523,-5.953079510159856
55,25013813404,12,2715,-5.421640582580036,-5.464053147245849
60,25013813404,9,2770,-5.729378021845164,-5.0081496538595704
65,25013813404,27,2320,-4.453485598656027,-4.527841828767481
70,25013813404,33,1935,-4.071355043997402,-4.0317608951527815
75,25013813404,45,1590,-3.5648268054439574,-3.461295547212755
80,25013813404,75,1245,-2.8094026953624978,-2.775189223348517
85,25013813404,264,1850,-1.9469918149260543,-1.9980349412103924
0,25013813500,0,830,-Inf,-7.5630118648532685
5,25013813500,0,1120,-Inf,-7.834355314217833
10,25013813500,0,1155,-Inf,-7.854818125520309
15,25013813500,3,1540,-6.240925406739565,-7.6149794072943395
20,25013813500,3,1255,-6.036278562897775,-7.226202423836723
25,25013813500,3,1100,-5.9044531701183525,-6.795670500669755
30,25013813500,6,1055,-5.169536576682112,-6.434335673659628
35,25013813500,3,1225,-6.012083834310718,-6.4475834021031915
40,25013813500,3,1165,-5.9618640773316915,-6.488581563367085
45,25013813500,6,1370,-5.430806549594116,-6.239796260054661
50,25013813500,3,1865,-6.432404043409806,-5.877914714859239
55,25013813500,12,2205,-5.213576138092946,-5.4057730743913215
60,25013813500,18,2440,-4.909381560391083,-4.948699961480987
65,25013813500,15,1995,-4.890349128221754,-4.464340289384044
70,25013813500,27,1745,-4.168672968632198,-3.9713318245787743
75,25013813500,27,1145,-3.747323049984011,-3.41037933927045
80,25013813500,54,785,-2.676699671218134,-2.7436197321780704
85,25013813500,117,835,-1.9652577900530992,-1.9937116363792007
0,25013813601,3,1730,-6.357264398823715,-7.192335416797833
5,25013813601,0,2370,-Inf,-7.4436759214569275
10,25013813601,0,2525,-Inf,-7.513359094163838
15,25013813601,0,2675,-Inf,-7.403285117056482
20,25013813601,3,2110,-6.5558309378020025,-7.175926196386506
25,25013813601,0,1790,-Inf,-6.872981438429512
30,25013813601,3,1840,-6.418908561934922,-6.587862686675911
35,25013813601,0,2225,-Inf,-6.553056565571193
40,25013813601,3,2145,-6.5722825426940075,-6.5155691846474495
45,25013813601,3,2400,-6.684611727667927,-6.234407893407618
50,25013813601,12,3145,-5.568662519346541,-5.8527381418902875
55,25013813601,15,3285,-5.389071729816501,-5.375616141236729
60,25013813601,24,3170,-4.883433036523381,-4.93854670038897
65,25013813601,30,2655,-4.483002552013883,-4.478133354311453
70,25013813601,39,2390,-4.11548699879591,-3.9905556356419587
75,25013813601,57,1845,-3.4771832886400773,-3.4264694746249105
80,25013813601,87,1325,-2.723259619765739,-2.7469410954057714
85,25013813601,291,2035,-1.944927830705203,-1.9751720423006853
0,25013813602,0,1465,-Inf,-7.612204180531248
5,25013813602,0,1875,-Inf,-7.75417414666301
10,25013813602,0,2295,-Inf,-7.7176525460621495
15,25013813602,0,2205,-Inf,-7.522527268364695
20,25013813602,0,1570,-Inf,-7.2423702489190696
25,25013813602,3,1115,-5.917997395226109,-6.910154795037637
30,25013813602,3,1450,-6.18070654674651,-6.647761905327766
35,25013813602,0,1860,-Inf,-6.8374875263927315
40,25013813602,3,1710,-6.345636360828596,-7.0436756836666214
45,25013813602,0,1930,-Inf,-6.818324301144626
50,25013813602,6,2190,-5.8998973535824915,-6.41829984536058
55,25013813602,9,2640,-5.681309618804143,-5.856904228199852
60,25013813602,9,2685,-5.698211429606745,-5.324525898233078
65,25013813602,15,2160,-4.969813299576001,-4.767277834133704
70,25013813602,18,1820,-4.6162200221746765,-4.231760283608125
75,25013813602,30,1140,-3.6375861597263857,-3.6218805732098707
80,25013813602,27,685,-3.2335819722578965,-2.882126546849235
85,25013813602,99,610,-1.818339107032767,-2.0454968005118106
0,25013813701,0,575,-Inf,-8.134173491888058
5,25013813701,0,750,-Inf,-8.604065367999022
10,25013813701,0,930,-Inf,-8.670967729648202
15,25013813701,0,925,-Inf,-8.275681171299377
20,25013813701,0,850,-Inf,-7.617991606002249
25,25013813701,3,1025,-5.833835602904399,-6.957144206420717
30,25013813701,3,1085,-5.89072297730645,-6.400909389931834
35,25013813701,3,935,-5.741934240620577,-6.1965651035349
40,25013813701,3,875,-5.675611597689505,-6.057569115798662
45,25013813701,0,1045,-Inf,-5.798262765323771
50,25013813701,3,1280,-6.056003068245553,-5.504736283232355
55,25013813701,9,1590,-5.174264717878058,-5.163338684851366
60,25013813701,18,1385,-4.3430836607252745,-4.7994690985183395
65,25013813701,9,1140,-4.8415589640523216,-4.4020814591251245
70,25013813701,18,935,-3.9501747713925224,-3.965827926220295
75,25013813701,24,675,-3.3366588605245844,-3.476831888913316
80,25013813701,21,460,-3.0867040517597175,-2.923144216091126
85,25013813701,27,330,-2.503255788456197,-2.312301075484129
0,25013813702,0,865,-Inf,-7.872480614935187
5,25013813702,0,1060,-Inf,-8.222042249550825
10,25013813702,0,1265,-Inf,-8.254078042051798
15,25013813702,0,1360,-Inf,-7.9387703972037285
20,25013813702,0,1165,-Inf,-7.427303065880184
25,25013813702,6,1125,-5.233778845410465,-6.893020329546699
30,25013813702,3,1320,-6.0867747269123065,-6.447848285431834
35,25013813702,0,1485,-Inf,-6.384102423505913
40,25013813702,3,1205,-5.995622557256646,-6.366241509044313
45,25013813702,3,1295,-6.067653685465529,-6.117481325661737
50,25013813702,6,1985,-5.801614723893236,-5.784137276835882
55,25013813702,12,2435,-5.312795385728689,-5.36248068003605
60,25013813702,15,2395,-5.073088308742806,-4.938459361478155
65,25013813702,18,1800,-4.605170185988091,-4.484283180841086
70,25013813702,27,1500,-4.017383521085972,-4.012242961382325
75,25013813702,27,880,-3.484085041467923,-3.4791244573711273
80,25013813702,21,465,-3.0975149678639333,-2.8570813161595
85,25013813702,45,370,-2.10684051586795,-2.162936968382519
0,25013813801,3,1085,-5.89072297730645,-7.405176111004489
5,25013813801,0,1170,-Inf,-7.823976277552689
10,25013813801,0,1230,-Inf,-7.962979121661894
15,25013813801,0,1220,-Inf,-7.785628337351056
20,25013813801,3,960,-5.768320995793772,-7.40660672263176
25,25013813801,3,1080,-5.886104031450156,-6.96780274252379
30,25013813801,3,1385,-6.134843129953329,-6.549953323635803
35,25013813801,0,1475,-Inf,-6.292480858109694
40,25013813801,6,1275,-5.358941988364472,-6.049133061472814
45,25013813801,3,1380,-6.131226489483141,-5.74039369786443
50,25013813801,9,1525,-5.132525111705292,-5.409158603388602
55,25013813801,6,1890,-5.752572638825633,-5.046891157470432
60,25013813801,21,2085,-4.5980016965094785,-4.704874467232611
65,25013813801,21,1760,-4.428546650308775,-4.336112472022089
70,25013813801,30,1195,-3.6847040827034556,-3.9026396116632966
75,25013813801,27,685,-3.2335819722578965,-3.401545272754132
80,25013813801,18,420,-3.1498829533812494,-2.8166135546471947
85,25013813801,36,355,-2.2885988510193056,-2.1577428493795283
0,25013813802,0,705,-Inf,-7.383671642408029
5,25013813802,0,1000,-Inf,-7.764203009879796
10,25013813802,0,1105,-Inf,-7.892896880289388
15,25013813802,3,915,-5.720311776607412,-7.742632509495209
20,25013813802,0,815,-Inf,-7.412057296751308
25,25013813802,0,780,-Inf,-7.015014852686234
30,25013813802,3,940,-5.74726758659594,-6.633305371111614
35,25013813802,0,1060,-Inf,-6.419535374777028
40,25013813802,3,955,-5.76309905181262,-6.213314665252733
45,25013813802,3,1175,-5.970411137910149,-5.907445636827251
50,25013813802,6,1435,-5.4771606589656665,-5.563360671044694
55,25013813802,12,1570,-4.873924248554354,-5.175686838443761
60,25013813802,9,1840,-5.320296273266812,-4.81496520765612
65,25013813802,24,1480,-4.121743536410215,-4.428615824372003
70,25013813802,21,1260,-4.0943445622221,-3.983922945807079
75,25013813802,18,685,-3.6390470803660606,-3.468855811654091
80,25013813802,18,365,-3.009525595686327,-2.862164983208053
85,25013813802,45,385,-2.1465808445174646,-2.176688308649245
0,25015820101,3,1355,-6.1129444446456915,-7.05982154181863
5,25015820101,0,1335,-Inf,-7.41276187287676
10,25015820101,0,1875,-Inf,-7.544936430925626
15,25015820101,3,1715,-6.348556070931931,-7.437304155409753
20,25015820101,0,1360,-Inf,-7.168855675728698
25,25015820101,3,1625,-6.294650806095728,-6.823057690657645
30,25015820101,6,1860,-5.736572297479192,-6.478860617791627
35,25015820101,3,1590,-6.272877006546167,-6.282430887022267
40,25015820101,3,1780,-6.385756354618021,-6.083414979303203
45,25015820101,6,1900,-5.757849695926477,-5.772845425936983
50,25015820101,15,2600,-5.155216522907363,-5.416883672259862
55,25015820101,21,2705,-4.858334753557159,-5.0125509415618374
60,25015820101,30,2875,-4.562610571569295,-4.644294914899866
65,25015820101,33,2355,-4.2677884449840375,-4.251888047861047
70,25015820101,39,1885,-3.8781214537524646,-3.8013630811410395
75,25015820101,39,1270,-3.4832105333229904,-3.277055161321914
80,25015820101,39,710,-2.9017033239057146,-2.654397593529203
85,25015820101,111,680,-1.8125625968578183,-1.9481489636447062
0,25015820102,3,1165,-5.9618640773316915,-7.304141974235861
5,25015820102,0,1235,-Inf,-7.609089889998903
10,25015820102,0,1315,-Inf,-7.629994990826238
15,25015820102,0,1235,-Inf,-7.3481434836015085
20,25015820102,0,1095,-Inf,-6.895366715940988
25,25015820102,3,1360,-6.116627690061988,-6.411488304988006
30,25015820102,6,1465,-5.497851052223113,-6.00937980983903
35,25015820102,3,1375,-6.127596721432562,-5.995430022407348
40,25015820102,0,1195,-Inf,-6.019260893800181
45,25015820102,3,1115,-5.917997395226109,-5.773296389334328
50,25015820102,9,1140,-4.8415589640523216,-5.424759537492319
55,25015820102,9,1185,-4.880273476233012,-4.9736190882883315
60,25015820102,12,1350,-4.722953221644475,-4.528275565554281
65,25015820102,18,960,-3.9765615265657175,-4.05413460427924
70,25015820102,21,660,-3.4477173972970485,-3.569197673200232
75,25015820102,21,550,-3.2653958405030936,-3.019857469641984
80,25015820102,21,210,-2.3025850929940455,-2.3724249068994814
85,25015820102,54,245,-1.5122741639804527,-1.6471340832015202
0,25015820300,3,1345,-6.10553700336783,-6.965163018599115
5,25015820300,0,1535,-Inf,-7.107022511317065
10,25015820300,0,1510,-Inf,-7.172300819565418
15,25015820300,0,2065,-Inf,-7.192826978674419
20,25015820300,0,8565,-Inf,-7.166588269795978
25,25015820300,3,3855,-7.15851399732932,-7.031702564842828
30,25015820300,3,2785,-6.833390863693275,-6.87631019975488
35,25015820300,0,1850,-Inf,-6.933959652816293
40,25015820300,0,1485,-Inf,-6.957715220067274
45,25015820300,3,1660,-6.31596059268248,-6.669202612601075
50,25015820300,3,1270,-6.048159890784527,-6.244766247328526
55,25015820300,9,1565,-5.158416525638034,-5.6987733714033855
60,25015820300,9,1795,-5.29553572358616,-5.221873384483136
65,25015820300,9,1675,-5.226343866922948,-4.72636954737058
70,25015820300,15,1415,-4.546834608975128,-4.211882271123226
75,25015820300,12,715,-4.087375892906008,-3.609737784467702
80,25015820300,21,405,-2.959364629383116,-2.86731897483264
85,25015820300,63,290,-1.526746196588987,-2.015780276543552
0,25015820500,3,720,-5.480638923341991,-6.489025302651165
5,25015820500,0,910,-Inf,-6.633049179041538
10,25015820500,3,980,-5.788940282996508,-6.759470867980313
15,25015820500,0,2135,-Inf,-6.906671215362262
20,25015820500,0,9740,-Inf,-7.028620105097843
25,25015820500,0,3005,-Inf,-7.008657098347617
30,25015820500,3,1755,-6.371611847231857,-6.914794259625684
35,25015820500,0,1125,-Inf,-6.891348398127876
40,25015820500,0,1020,-Inf,-6.804443760116228
45,25015820500,3,1280,-6.056003068245553,-6.478200523612743
50,25015820500,3,1515,-6.22455842927536,-6.039994677919866
55,25015820500,9,1410,-5.054120406035994,-5.504642686736084
60,25015820500,9,1675,-5.226343866922948,-5.0618269002474126
65,25015820500,12,1600,-4.892852258439873,-4.604068597341729
70,25015820500,30,1545,-3.9415818076696905,-4.102742323233461
75,25015820500,30,1140,-3.6375861597263857,-3.5060123972103607
80,25015820500,48,1005,-3.041541809585285,-2.7632767779586684
85,25015820500,198,1135,-1.7461208992209678,-1.9044218419830725
0,25015820700,0,845,-Inf,-7.4332578512560135
5,25015820700,0,940,-Inf,-7.6702371695123395
10,25015820700,0,1085,-Inf,-7.756971555677366
15,25015820700,0,1305,-Inf,-7.701349680435842
20,25015820700,0,4235,-Inf,-7.544307529611835
25,25015820700,0,1600,-Inf,-7.2975493186453315
30,25015820700,0,1080,-Inf,-7.047953595973455
35,25015820700,0,1190,-Inf,-7.002388129869509
40,25015820700,3,935,-5.741934240620577,-6.941332532442691
45,25015820700,3,1125,-5.926926025970411,-6.648270858128335
50,25015820700,0,1260,-Inf,-6.2567713577743325
55,25015820700,3,1380,-6.131226489483141,-5.773294471477699
60,25015820700,3,1490,-6.207919110271395,-5.340614159319034
65,25015820700,12,1475,-4.81150661898592,-4.88629592720714
70,25015820700,9,1085,-4.79211068863834,-4.398834767933275
75,25015820700,9,620,-4.232494900702918,-3.8311024265225453
80,25015820700,15,350,-3.1498829533812494,-3.1428739267940338
85,25015820700,36,290,-2.0863619845244097,-2.358073299280197
0,25015820801,0,1050,-Inf,-7.422730784559335
