x,tractCode,deaths,pop,log_rate,log_rate.post.mean
65,25013801800,12,625,-3.952844999948401,-3.9471286649686936
70,25013801800,9,445,-3.900849704830021,-3.575596769996021
75,25013801800,12,270,-3.1135153092103742,-3.1506940045172156
80,25013801800,15,250,-2.8134107167600364,-2.6836571664950073
85,25013801800,27,265,-2.283892959981893,-2.1683451087935475
0,25013801901,3,1410,-6.152732694704104,-7.713813383026069
5,25013801901,0,1695,-Inf,-8.251099464092816
10,25013801901,0,1965,-Inf,-8.359188210006337
15,25013801901,0,1755,-Inf,-7.964958138250765
20,25013801901,3,1675,-6.324956155591057,-7.279349663898889
25,25013801901,3,1665,-6.318968113746434,-6.589561243924004
30,25013801901,9,1580,-5.167955548684793,-5.9938587518745905
35,25013801901,3,1350,-6.1092475827643655,-5.682650056590529
40,25013801901,6,1225,-5.3189366537507725,-5.436984233647016
45,25013801901,9,955,-4.664486763144511,-5.1583355280218806
50,25013801901,15,975,-4.174387269895637,-4.881925607313637
55,25013801901,6,1135,-5.242628460687448,-4.588770879741035
60,25013801901,9,780,-4.462069342347418,-4.27040221648649
65,25013801901,9,600,-4.199705077879927,-3.917963875271719
70,25013801901,12,405,-3.518980417318539,-3.506233516986237
75,25013801901,12,325,-3.298918532541737,-3.0436032643216038
80,25013801901,12,165,-2.6210388241125804,-2.527646499855505
85,25013801901,18,110,-1.8101086078962516,-1.9603037642421286
0,25013801902,3,1275,-6.052089168924417,-7.239431160943486
5,25013801902,0,1380,-Inf,-7.617352360727655
10,25013801902,0,1215,-Inf,-7.716259574441884
15,25013801902,0,1265,-Inf,-7.50627289616851
20,25013801902,6,1115,-5.224850214666164,-7.106520486887385
25,25013801902,3,1495,-6.211269197156677,-6.656001616745546
30,25013801902,3,1590,-6.272877006546167,-6.246226531539863
35,25013801902,3,945,-5.752572638825633,-6.07319555387672
40,25013801902,3,1105,-5.908988325283744,-5.921642232913718
45,25013801902,3,945,-5.752572638825633,-5.634010791773168
50,25013801902,6,1095,-5.206750173022546,-5.2960110644506955
55,25013801902,6,1055,-5.169536576682112,-4.902184243249536
60,25013801902,18,945,-3.960813169597578,-4.524326256225666
65,25013801902,9,900,-4.605170185988091,-4.119128066064802
70,25013801902,18,680,-3.631721040273988,-3.667654216161756
75,25013801902,12,370,-3.42859635585027,-3.149413277494156
80,25013801902,18,165,-2.2155737160044158,-2.541981491024028
85,25013801902,33,240,-1.984131361875511,-1.8589263275887227
0,25013802000,0,1125,-Inf,-8.069311667133743
5,25013802000,0,1230,-Inf,-8.715033304316096
10,25013802000,0,1285,-Inf,-8.841479720899605
15,25013802000,0,1050,-Inf,-8.347523754878996
20,25013802000,0,900,-Inf,-7.497593419900723
25,25013802000,6,1265,-5.3510679319335654,-6.668454044511817
30,25013802000,0,1130,-Inf,-5.958955131600236
35,25013802000,3,875,-5.675611597689505,-5.538004630478928
40,25013802000,6,675,-4.722953221644475,-5.20659349119966
45,25013802000,6,775,-4.861103560125292,-4.926544257567009
50,25013802000,9,845,-4.542112050020955,-4.689142632962162
55,25013802000,9,1010,-4.720481032499086,-4.466328060744642
60,25013802000,12,530,-3.787970356758167,-4.195041631128383
65,25013802000,9,325,-3.586600604993518,-3.88585143499529
70,25013802000,12,295,-3.2020687065518194,-3.5036683979247023
75,25013802000,6,170,-3.3440389678222067,-3.0798016715439833
80,25013802000,3,80,-3.283414346005772,-2.625777184981482
85,25013802000,12,115,-2.26002547857525,-2.135403915693954
0,25013802100,0,1910,-Inf,-7.616017957857957
5,25013802100,0,1880,-Inf,-8.040484513354816
10,25013802100,0,2130,-Inf,-8.152105636404091
15,25013802100,3,2155,-6.576933713869739,-7.909545707978342
20,25013802100,6,2185,-5.897611638301636,-7.4513062407140245
25,25013802100,6,2425,-6.001827334143528,-6.950333520107789
30,25013802100,3,2250,-6.620073206530356,-6.496786454354591
35,25013802100,3,2025,-6.51471269087253,-6.270373610522374
40,25013802100,3,1965,-6.484635235635252,-6.073349200888281
45,25013802100,6,1670,-5.628819436182746,-5.782117855124192
50,25013802100,6,1900,-5.757849695926477,-5.459705117642466
55,25013802100,12,1915,-5.072566251826746,-5.096806083621707
60,25013802100,21,1710,-4.399726211773283,-4.741794071680187
65,25013802100,30,1630,-3.9951379121386528,-4.358093391753732
70,25013802100,27,1260,-3.8430301339411947,-3.9203024351916955
75,25013802100,18,1000,-4.017383521085972,-3.419069638856482
80,25013802100,18,420,-3.1498829533812494,-2.838098417378048
85,25013802100,48,450,-2.2380465718564744,-2.187377866107646
0,25013802200,0,1300,-Inf,-7.485801339109017
5,25013802200,3,1465,-6.190998232783058,-8.040321695185
10,25013802200,0,1635,-Inf,-8.213508627073539
15,25013802200,3,1685,-6.330908554118352,-7.935064569710004
20,25013802200,0,1565,-Inf,-7.378304849738708
25,25013802200,3,1385,-6.134843129953329,-6.786790924067105
30,25013802200,6,1320,-5.393627546352362,-6.23827640869465
35,25013802200,3,1305,-6.075346031088684,-5.828898800697987
40,25013802200,6,1140,-5.247024072160486,-5.458140289130145
45,25013802200,6,975,-5.090678001769792,-5.140695637824932
50,25013802200,12,1010,-4.432798960047305,-4.855601473455955
55,25013802200,9,980,-4.690327994328398,-4.583076502419473
60,25013802200,12,785,-4.180777067994408,-4.306100731932296
65,25013802200,6,520,-4.462069342347418,-3.998270092098399
70,25013802200,12,465,-3.657130755799356,-3.604097401985002
75,25013802200,9,130,-2.670309873119363,-3.1523760644763947
80,25013802200,12,135,-2.4203681286504293,-2.6446736994950224
85,25013802200,12,170,-2.6508917872622613,-2.0805071659931538
0,25013802300,6,2600,-6.071507254781518,-7.540612214441726
5,25013802300,0,3060,-Inf,-8.032957836918616
10,25013802300,0,3030,-Inf,-8.155801823679505
15,25013802300,0,3135,-Inf,-7.850245965771267
20,25013802300,3,2930,-6.884145413343004,-7.288473603283104
25,25013802300,9,2955,-5.794029352503979,-6.699748716352949
30,25013802300,9,2825,-5.749039066244322,-6.174684619627709
35,25013802300,6,2190,-5.8998973535824915,-5.879923949864403
40,25013802300,6,2275,-5.937975862156995,-5.629706025016281
45,25013802300,9,1885,-5.344458522545892,-5.337764698583637
50,25013802300,12,1975,-5.103417027547222,-5.039834916840252
55,25013802300,21,1755,-4.425701698176543,-4.720926940419592
60,25013802300,24,1565,-4.177587272626308,-4.395241144066367
65,25013802300,12,1095,-4.513602992462601,-4.0384500669220476
70,25013802300,21,820,-3.664781902534876,-3.6190997071754785
75,25013802300,24,525,-3.0853444322436783,-3.1421117867134902
80,25013802300,21,270,-2.5538995212749516,-2.5999161300549605
85,25013802300,30,275,-2.2155737160044158,-1.9974164831779018
0,25013802400,0,815,-Inf,-7.07761056025875
5,25013802400,0,860,-Inf,-7.305334221141144
10,25013802400,0,920,-Inf,-7.34636475346478
15,25013802400,0,965,-Inf,-7.205817341400443
20,25013802400,3,960,-5.768320995793772,-6.952803711634119
25,25013802400,0,1165,-Inf,-6.632461901494966
30,25013802400,3,1405,-6.149180293099737,-6.346246479672486
35,25013802400,0,1215,-Inf,-6.367349761936648
40,25013802400,0,985,-Inf,-6.39273285215276
45,25013802400,0,1115,-Inf,-6.127170827420874
50,25013802400,9,1030,-4.740089503887462,-5.742906709523888
55,25013802400,12,1390,-4.7521523763367375,-5.246717915740746
60,25013802400,9,1385,-5.036230841285219,-4.78594897767795
65,25013802400,18,1410,-4.360973225476049,-4.301154905491352
70,25013802400,21,1025,-3.8879254538490855,-3.802042324326109
75,25013802400,21,705,-3.5136753650888455,-3.2276310438827056
80,25013802400,27,360,-2.5902671654458267,-2.535244028460835
85,25013802400,90,435,-1.575536360758419,-1.7503023975551706
0,25013802500,0,1770,-Inf,-7.402065704949383
5,25013802500,0,1995,-Inf,-7.711085103082155
10,25013802500,0,2025,-Inf,-7.785434478443647
15,25013802500,3,1960,-6.482087463556454,-7.611520744054156
20,25013802500,3,1960,-6.482087463556454,-7.2840493426965764
25,25013802500,3,2425,-6.694974514703474,-6.897107002049922
30,25013802500,3,2595,-6.762729506931879,-6.546105548662685
35,25013802500,3,2430,-6.697034247666484,-6.459545051040881
40,25013802500,9,2265,-5.528105460580915,-6.385587855962426
45,25013802500,6,2170,-5.89072297730645,-6.106844478464067
50,25013802500,9,2200,-5.498988062010188,-5.747144407261603
55,25013802500,9,2375,-5.575528139132523,-5.306662762923523
60,25013802500,18,2550,-4.953476880256307,-4.891856750168009
65,25013802500,21,2080,-4.59560073497194,-4.451353839394978
70,25013802500,27,1630,-4.100498427796479,-3.978438289615705
75,25013802500,27,1080,-3.6888794541139363,-3.434581850524578
80,25013802500,36,655,-2.9011162971791418,-2.7881266842341246
85,25013802500,102,700,-1.9261075217591337,-2.0580417665835355
0,25013802601,9,2450,-5.606618726202553,-7.067637230719409
5,25013802601,0,2565,-Inf,-7.508331272440236
10,25013802601,0,2915,-Inf,-7.6979591978048765
15,25013802601,0,2875,-Inf,-7.599799557968355
20,25013802601,0,2425,-Inf,-7.30452997125806
25,25013802601,6,2740,-6.123953730154061,-6.928455235545374
30,25013802601,9,2750,-5.722131613324398,-6.536882518267825
35,25013802601,3,2785,-6.833390863693275,-6.196339535496426
40,25013802601,9,2115,-5.459585514144159,-5.8515730415714104
45,25013802601,12,2330,-5.268716896771746,-5.5134452251714485
50,25013802601,15,2295,-5.030437921392435,-5.178855349453499
55,25013802601,12,2145,-5.185988181574117,-4.837920743678633
60,25013802601,27,1925,-4.266844380717555,-4.530997087077249
65,25013802601,21,1655,-4.36703385008774,-4.199439548746916
70,25013802601,24,1285,-3.9804601669813744,-3.7816372238118405
75,25013802601,18,735,-3.709498741316672,-3.2919521333454704
80,25013802601,24,320,-2.5902671654458267,-2.7183260918655736
85,25013802601,60,445,-2.0037297199441397,-2.068162056859178
0,25013802602,0,385,-Inf,-7.1998422552208226
5,25013802602,0,380,-Inf,-7.5371180968503415
10,25013802602,0,505,-Inf,-7.653303468208957
15,25013802602,3,525,-5.1647859739235145,-7.531842542996861
20,25013802602,0,490,-Inf,-7.253892909763745
25,25013802602,3,835,-5.628819436182746,-6.902395723267495
30,25013802602,3,910,-5.714832310842786,-6.560636714203069
35,25013802602,0,525,-Inf,-6.397375522169286
40,25013802602,3,560,-5.2293244950610855,-6.23465464824641
45,25013802602,0,690,-Inf,-5.932561112095625
50,25013802602,6,625,-4.645992180508347,-5.574156778922647
55,25013802602,6,765,-4.848116364598481,-5.157635783760476
60,25013802602,6,685,-4.73765936903417,-4.775304894584307
65,25013802602,3,765,-5.541263545158426,-4.368556774825497
70,25013802602,15,605,-3.6971782569286313,-3.911004726021706
75,25013802602,6,395,-4.187126295673067,-3.3800786540773253
80,25013802602,12,215,-2.8857313783396625,-2.748815208743136
85,25013802602,36,250,-1.9379419794061366,-2.033390305766259
0,25013810100,0,1330,-Inf,-7.66017684625095
5,25013810100,0,1480,-Inf,-8.064510880070229
10,25013810100,0,1500,-Inf,-8.128255512233192
15,25013810100,0,1720,-Inf,-7.810072054302672
20,25013810100,3,1615,-6.288477946988647,-7.271518280621402
25,25013810100,0,2015,-Inf,-6.7102983805853205
30,25013810100,6,2155,-5.883786533309793,-6.231198501849193
35,25013810100,3,1790,-6.391358610166691,-6.082892323878062
40,25013810100,6,1495,-5.518122016596732,-5.981501236644688
45,25013810100,6,1670,-5.628819436182746,-5.718115500893097
50,25013810100,12,2640,-5.393627546352362,-5.399104620142098
55,25013810100,18,2740,-5.025341441485951,-5.016387715845732
60,25013810100,33,2910,-4.479400798699058,-4.628383756874763
65,25013810100,24,1840,-4.339467020255086,-4.20966813120276
70,25013810100,30,1495,-3.9086841041626315,-3.7571934319172247
75,25013810100,39,1010,-3.254143963705659,-3.2453681444376503
80,25013810100,42,685,-2.791749219978857,-2.654034619099768
85,25013810100,105,690,-1.8827312474337816,-1.9955007206299153
0,25013810200,0,610,-Inf,-6.891981759732116
5,25013810200,0,815,-Inf,-7.1974335391846465
10,25013810200,3,850,-5.646624060816253,-7.328714113149815
15,25013810200,0,725,-Inf,-7.279883328049881
20,25013810200,3,675,-5.41610040220442,-7.101206613287597
25,25013810200,0,945,-Inf,-6.83027497396119
30,25013810200,0,985,-Inf,-6.543415356124125
35,25013810200,3,885,-5.68697535633982,-6.385769297674702
40,25013810200,3,890,-5.6926091740580755,-6.211495682680424
45,25013810200,0,1010,-Inf,-5.897106730180574
50,25013810200,9,970,-4.680071494161209,-5.522351144204316
55,25013810200,9,1195,-4.8886768870293915,-5.088299453973415
60,25013810200,6,1235,-5.3270667798340225,-4.703320942698753
65,25013810200,15,1065,-4.2626798770413155,-4.296310166956737
70,25013810200,18,885,-3.895215887111765,-3.834323184582297
75,25013810200,12,510,-3.7495040759303713,-3.293584693434344
80,25013810200,24,185,-2.042301994730379,-2.643621755360722
85,25013810200,45,315,-1.9459101490553135,-1.902624109818465
0,25013810300,0,860,-Inf,-7.833184864175027
5,25013810300,0,820,-Inf,-8.33034748782739
10,25013810300,0,1035,-Inf,-8.43562382061095
15,25013810300,0,920,-Inf,-8.086720766281053
20,25013810300,0,885,-Inf,-7.4718345520812575
25,25013810300,0,1235,-Inf,-6.841317449801334
30,25013810300,3,1135,-5.935775641247393,-6.2919004038752
35,25013810300,6,1045,-5.160012695170856,-6.016130985985493
40,25013810300,6,980,-5.095793102436563,-5.7950576417862045
45,25013810300,3,970,-5.778683782829319,-5.5144579935201925
50,25013810300,6,1135,-5.242628460687448,-5.222661413318538
55,25013810300,12,1270,-4.661865529664636,-4.904084263869671
60,25013810300,15,1270,-4.438721978350427,-4.570464821050573
65,25013810300,12,1050,-4.471638793363569,-4.204439188978797
70,25013810300,15,865,-4.054679305829669,-3.7825989913765796
75,25013810300,15,500,-3.506557897319982,-3.3059293420243314
80,25013810300,12,325,-3.298918532541737,-2.766954614458841
85,25013810300,57,395,-1.9358344970665717,-2.170551784105672
0,25013810403,0,840,-Inf,-6.462370550089405
5,25013810403,3,1045,-5.853159875730801,-6.791604917679773
10,25013810403,3,1015,-5.824031602807778,-7.018062951318336
15,25013810403,0,1140,-Inf,-7.140326702405198
20,25013810403,0,1100,-Inf,-7.1527758113840205
25,25013810403,0,1505,-Inf,-7.027809674463639
30,25013810403,3,1480,-6.201185078090051,-6.811678089443771
35,25013810403,0,1250,-Inf,-6.511624188717967
40,25013810403,6,1085,-5.197575796746505,-6.155147012179056
45,25013810403,6,1325,-5.397408269192267,-5.7839057298392875
50,25013810403,9,1115,-4.819385106557999,-5.395886905209563
55,25013810403,9,1605,-5.183654458227897,-4.991115707950121
60,25013810403,15,1505,-4.608497976080766,-4.666172360391094
65,25013810403,18,1235,-4.2284544911659125,-4.323961754525074
70,25013810403,21,925,-3.7852712997890023,-3.887309128225591
75,25013810403,12,900,-4.31748811353631,-3.362032599134706
80,25013810403,30,510,-2.833213344056216,-2.7233238241956794
85,25013810403,96,585,-1.8072636557640203,-1.9859307237881485
0,25013810404,0,705,-Inf,-7.741926602677391
5,25013810404,0,725,-Inf,-8.097526747142261
10,25013810404,0,930,-Inf,-8.148553390574406
15,25013810404,0,940,-Inf,-7.865731662510311
20,25013810404,0,950,-Inf,-7.389894634182794
25,25013810404,3,1050,-5.857933154483459,-6.8826507269054815
30,25013810404,3,1065,-5.872117789475416,-6.4500042212226525
35,25013810404,3,1040,-5.848363703467308,-6.356819082194691
40,25013810404,0,960,-Inf,-6.301972802733635
45,25013810404,0,1150,-Inf,-6.041987925295208
50,25013810404,6,1275,-5.358941988364472,-5.706515046114062
55,25013810404,12,1530,-4.848116364598481,-5.291506383078081
60,25013810404,9,1305,-4.976733742420574,-4.879906028349853
65,25013810404,12,1310,-4.692875766407197,-4.439042390345939
70,25013810404,21,1180,-4.0287472797362875,-3.9723642430406705
75,25013810404,21,675,-3.4701902531491067,-3.44277643658564
80,25013810404,27,575,-3.0585331747930216,-2.823723016111244
85,25013810404,87,690,-2.0707834789367214,-2.131247672906127
0,25013810412,0,925,-Inf,-7.682267020550012
5,25013810412,0,1330,-Inf,-8.033525755668574
10,25013810412,0,1580,-Inf,-8.094942239517762
15,25013810412,0,1520,-Inf,-7.839664444863274
20,25013810412,0,1580,-Inf,-7.398131457286373
25,25013810412,3,1505,-6.217935888514867,-6.918011682659416
30,25013810412,3,1635,-6.300785794663244,-6.5015995550433
35,25013810412,3,1605,-6.282266746896006,-6.3983651087724605
40,25013810412,6,1550,-5.554250740685237,-6.3270094489242705
45,25013810412,9,1890,-5.3471075307174685,-6.060179417862215
50,25013810412,9,2225,-5.5102876172641215,-5.720481840538558
55,25013810412,12,2555,-5.360900852849804,-5.304347736585853
60,25013810412,15,2725,-5.202173505995134,-4.896929231822335
65,25013810412,21,2335,-4.7112447323795745,-4.461085139422465
70,25013810412,27,1760,-4.177232222027868,-3.9955250945884955
75,25013810412,33,1500,-3.816712825623821,-3.465234796437913
80,25013810412,57,875,-2.7311726185230643,-2.8434175442231044
85,25013810412,129,995,-2.0429303327969204,-2.146240190301284
0,25013810414,0,1050,-Inf,-7.517616126782165
5,25013810414,0,1415,-Inf,-7.8188236310214245
10,25013810414,0,1790,-Inf,-7.866092750796945
15,25013810414,0,2200,-Inf,-7.644834365381139
20,25013810414,3,2400,-6.684611727667927,-7.2650079445933935
25,25013810414,6,2400,-5.991464547107982,-6.83822078674005
30,25013810414,3,2530,-6.737362293053456,-6.468378123532328
35,25013810414,3,2400,-6.684611727667927,-6.423164100605626
40,25013810414,3,2345,-6.66142839221227,-6.4015574461779385
45,25013810414,3,2485,-6.719415649862619,-6.1388936440927475
50,25013810414,12,3050,-5.537990219813457,-5.782548935088278
55,25013810414,18,3100,-5.148785632577073,-5.333085195144922
60,25013810414,24,2900,-4.794412185626619,-4.900840430624092
65,25013810414,21,2190,-4.647134385087123,-4.441590848329535
70,25013810414,33,1505,-3.8200406157164957,-3.961218871483751
75,25013810414,30,1100,-3.6018680771243066,-3.4126030158482963
80,25013810414,36,815,-3.1196691747847525,-2.762344302265643
85,25013810414,150,1025,-1.9218125974762528,-2.0304661447936385
0,25013810601,0,810,-Inf,-7.702574444645437
5,25013810601,0,955,-Inf,-8.157099098164764
10,25013810601,0,930,-Inf,-8.234301963151719
15,25013810601,0,1130,-Inf,-7.880462056508748
20,25013810601,3,1095,-5.8998973535824915,-7.278214234448306
25,25013810601,3,1375,-6.127596721432562,-6.662102276211345
30,25013810601,3,1220,-6.007993849059193,-6.135538462140276
35,25013810601,6,1305,-5.382198850528739,-5.929996107250538
40,25013810601,3,1110,-5.91350300563827,-5.7800234306587255
45,25013810601,12,1075,-4.495169290773763,-5.512911803493371
50,25013810601,9,1210,-4.901151061254567,-5.210768802669813
55,25013810601,9,1450,-5.082094258078401,-4.861363632679174
60,25013810601,21,2005,-4.558876902017246,-4.497857771900908
65,25013810601,18,1485,-4.412798293340635,-4.10217071224147
70,25013810601,27,1390,-3.9412221601204083,-3.6643985042537595
75,25013810601,42,915,-3.081254446992153,-3.170894180027877
80,25013810601,39,670,-2.8437160662553653,-2.6080999388772184
85,25013810601,105,665,-1.845826690498331,-1.9844695981866054
0,25013810602,0,410,-Inf,-7.244926783339404
5,25013810602,0,485,-Inf,-7.562635897155024
10,25013810602,0,575,-Inf,-7.640868987375928
15,25013810602,0,590,-Inf,-7.464070940272273
20,25013810602,0,640,-Inf,-7.12944386104457
25,25013810602,0,600,-Inf,-6.736006681049788
30,25013810602,0,540,-Inf,-6.378418529102565
35,25013810602,0,680,-Inf,-6.279931453610549
40,25013810602,0,565,-Inf,-6.194778078802687
45,25013810602,3,695,-5.445299556896683,-5.914425833181794
50,25013810602,3,970,-5.778683782829319,-5.5572742788812235
55,25013810602,9,1255,-4.937666274229665,-5.122796158348294
60,25013810602,12,1325,-4.704261088632323,-4.713078872614242
65,25013810602,18,1140,-4.148411783492376,-4.277505813005038
70,25013810602,21,935,-3.796024091565264,-3.807457125023817
75,25013810602,27,695,-3.2480749795604633,-3.2668913054342736
80,25013810602,21,390,-2.921624301400269,-2.625337568203403
85,25013810602,66,375,-1.7372712839439852,-1.9010693553707003
0,25013810700,0,1495,-Inf,-7.606171899712003
5,25013810700,0,1700,-Inf,-8.032685857027067
10,25013810700,0,2000,-Inf,-8.091917847652585
15,25013810700,0,1740,-Inf,-7.735833471824375
20,25013810700,3,1850,-6.424328629404261,-7.143064112440266
25,25013810700,3,2135,-6.567609636994615,-6.537329183790224
30,25013810700,6,2365,-5.976773831697979,-6.026273883966435
35,25013810700,6,2075,-5.845956963436744,-5.866254175458212
40,25013810700,6,1930,-5.773515812670876,-5.762144837986332
45,25013810700,15,1800,-4.787491742782046,-5.503601398839179
50,25013810700,12,2005,-5.118492689952669,-5.194548464770099
55,25013810700,21,2080,-4.59560073497194,-4.824962758091082
60,25013810700,24,2340,-4.579852378003801,-4.442080521580333
65,25013810700,24,2165,-4.502121810088645,-4.027193907066822
70,25013810700,42,1415,-3.51721519179397,-3.5790528679101885
75,25013810700,39,1025,-3.268886245442862,-3.0745251541571736
80,25013810700,42,480,-2.436116485618568,-2.4960708063346537
85,25013810700,114,635,-1.7174265504981963,-1.854484838067547
0,25013810800,0,1075,-Inf,-7.229455564907507
5,25013810800,0,1210,-Inf,-7.5258478526251364
10,25013810800,0,1400,-Inf,-7.582197717438719
15,25013810800,0,1220,-Inf,-7.386317474951582
20,25013810800,3,1320,-6.0867747269123065,-7.038450494285168
25,25013810800,3,1865,-6.432404043409806,-6.637016437213682
30,25013810800,0,1485,-Inf,-6.282615358641032
35,25013810800,3,1535,-6.237673371353188,-6.229426962826713
40,25013810800,0,1220,-Inf,-6.19388848308503
45,25013810800,6,1030,-5.145554611995626,-5.925147977505153
50,25013810800,6,1270,-5.355012710224582,-5.564702279931341
55,25013810800,9,1330,-4.9957096438795805,-5.1136189834547885
60,25013810800,15,1215,-4.394449154672439,-4.684680178880695
65,25013810800,12,1165,-4.575569716211801,-4.22951542730919
70,25013810800,18,820,-3.8189325823621343,-3.7498782619311073
75,25013810800,12,480,-3.6888794541139363,-3.2002967025141063
80,25013810800,24,285,-2.474435349920705,-2.547034945843652
85,25013810800,90,475,-1.663505133704376,-1.810297455535134
0,25013810901,3,600,-5.298317366548036,-7.613623998651889
5,25013810901,0,605,-Inf,-8.251310606745353
10,25013810901,0,610,-Inf,-8.45999975562167
15,25013810901,0,635,-Inf,-8.150420912077841
20,25013810901,0,615,-Inf,-7.521021039238825
25,25013810901,3,960,-5.768320995793772,-6.864117943364117
30,25013810901,3,800,-5.585999438999818,-6.250813988287063
35,25013810901,3,735,-5.5012582105447265,-5.72945606855718
40,25013810901,3,615,-5.3230099791384085,-5.254531912233459
45,25013810901,3,560,-5.2293244950610855,-4.922723748881556
50,25013810901,9,650,-4.279747785553464,-4.662419694721045
55,25013810901,9,775,-4.455638452017127,-4.447098943587235
60,25013810901,12,505,-3.7396517794873594,-4.217916265911223
65,25013810901,9,515,-4.046942323327516,-3.956255621647863
70,25013810901,9,285,-3.455264602932431,-3.589175767578923
75,25013810901,9,170,-2.9385738597140425,-3.168820481456475
80,25013810901,9,160,-2.8779492378976075,-2.708070599867297
85,25013810901,9,150,-2.8134107167600364,-2.1998166064915625
0,25013810902,3,1270,-6.048159890784527,-6.952688063833813
5,25013810902,0,1420,-Inf,-7.3061620255090265
10,25013810902,0,1440,-Inf,-7.4519569559063275
15,25013810902,0,1930,-Inf,-7.372476965403968
20,25013810902,3,2275,-6.631123042716941,-7.136939180162785
25,25013810902,0,1765,-Inf,-6.816658460501181
30,25013810902,0,1705,-Inf,-6.486104592013759
35,25013810902,3,1460,-6.187579426034272,-6.271569179177391
40,25013810902,3,1245,-6.028278520230698,-6.047877382768926
45,25013810902,6,1060,-5.174264717878058,-5.728907652042334
50,25013810902,6,1260,-5.3471075307174685,-5.369899201918138
55,25013810902,9,1310,-4.980557838858978,-4.967968923145317
60,25013810902,15,1190,-4.373658385003365,-4.607323136500035
65,25013810902,12,1275,-4.665794807804526,-4.223339755852236
70,25013810902,24,920,-3.6463198396951406,-3.775758776962244
75,25013810902,21,585,-3.3270894095084333,-3.2526747521162713
80,25013810902,21,340,-2.784423179886784,-2.629976242321098
85,25013810902,93,555,-1.7863686205931786,-1.9221356567602983
0,25013811000,6,1125,-5.233778845410465,-6.683938378819582
5,25013811000,0,1265,-Inf,-6.973017226260917
10,25013811000,0,1350,-Inf,-7.104433220394352
15,25013811000,0,1255,-Inf,-7.07681499695325
20,25013811000,0,1415,-Inf,-6.930195113645573
25,25013811000,3,1465,-6.190998232783058,-6.685934811725318
30,25013811000,3,1565,-6.257028814306143,-6.419309513697383
35,25013811000,3,1640,-6.303839232150135,-6.274459179908071
40,25013811000,3,1485,-6.20455776256869,-6.107920846381594
45,25013811000,6,1420,-5.466652681367251,-5.7919398424265935
50,25013811000,9,1615,-5.189865658320538,-5.410598391963889
55,25013811000,12,1690,-4.947577158129119,-4.966367730942453
60,25013811000,18,1810,-4.610710366363707,-4.575865641209095
65,25013811000,24,1490,-4.128477568591559,-4.164089006724777
70,25013811000,36,1455,-3.699242241149483,-3.6982419562460564
75,25013811000,42,1065,-3.233060459860157,-3.1518724678617405
80,25013811000,42,655,-2.7469656173518837,-2.4924839463475905
85,25013811000,114,545,-1.5645873462687485,-1.7394410404576146
0,25013811101,0,1375,-Inf,-7.194545319309553
5,25013811101,3,1750,-6.36875877824945,-7.676708840925656
10,25013811101,0,1960,-Inf,-7.824752023685618
15,25013811101,3,1705,-6.342708101049507,-7.585556338019346
20,25013811101,3,1615,-6.288477946988647,-7.106310874748763
25,25013811101,3,1995,-6.499787040655854,-6.582811639984389
30,25013811101,3,1880,-6.440414767155885,-6.0966955621789864
35,25013811101,9,1855,-5.328415397705316,-5.777286371025372
40,25013811101,9,1395,-5.043425116919247,-5.486857821638519
45,25013811101,9,1510,-5.12264035247275,-5.178346471675243
50,25013811101,9,1755,-5.272999558563747,-4.870309296483419
55,25013811101,24,1715,-4.269114529252095,-4.548888135673041
60,25013811101,24,1555,-4.171176994265389,-4.233463640493102
65,25013811101,27,1175,-3.7731865605739303,-3.8889496841017244
70,25013811101,24,920,-3.6463198396951406,-3.472393636756818
75,25013811101,27,585,-3.0757749812275272,-2.9938216187232713
80,25013811101,39,440,-2.42321308078266,-2.4451225791797913
85,25013811101,90,565,-1.8370160608161759,-1.831473992367797
0,25013811102,3,1625,-6.294650806095728,-7.185634103986038
5,25013811102,0,1965,-Inf,-7.565491725518493
10,25013811102,3,2115,-6.558197802812269,-7.704695431816469
15,25013811102,3,2175,-6.586171654854675,-7.577541466267128
20,25013811102,3,1835,-6.416187471820561,-7.27446396796587
25,25013811102,3,1880,-6.440414767155885,-6.898862209639361
30,25013811102,9,2125,-5.464302504022298,-6.529012272318813
35,25013811102,6,1915,-5.765713432386692,-6.302131457806586
40,25013811102,3,1925,-6.464068958053775,-6.077399122461021
45,25013811102,9,1805,-5.301091293430762,-5.764948315414735
50,25013811102,6,1950,-5.783825182329737,-5.418077951654383
55,25013811102,15,1990,-4.887839716616328,-5.031581693589057
60,25013811102,21,2035,-4.5737286601532725,-4.676361219182122
65,25013811102,21,1590,-4.326966857490854,-4.296190198371778
70,25013811102,24,1175,-3.8909695962303137,-3.8535112020959152
75,25013811102,24,750,-3.4420193761824103,-3.339014442202175
80,25013811102,24,590,-3.2020687065518194,-2.7316673443337156
85,25013811102,69,525,-2.0292917579943643,-2.0441649939156066
0,25013811200,0,990,-Inf,-7.8938153253382985
5,25013811200,0,1165,-Inf,-8.359059808207446
10,25013811200,0,1270,-Inf,-8.439949892805084
15,25013811200,0,1235,-Inf,-8.080215050552772
20,25013811200,0,1295,-Inf,-7.466388901544051
25,25013811200,3,1290,-6.063785208687608,-6.840127044197821
30,25013811200,3,1570,-6.2602186096742445,-6.3042789910553845
35,25013811200,3,1445,-6.177252311878423,-6.085456794424062
40,25013811200,3,1365,-6.12029741895095,-5.923650962191372
